imageDir=C:\Users\collwe\Desktop\avatol_cv\modules\scoring\leafScore\scoringShipped\train
scoringConcernType=annotation
scoringConcernID=leaf apex angle
scoringConcernName=leaf apex angle
AlismaPlantagoAquatica_MCL41_mod_resize_leaf.jpg,acute,
AlocasiaViolacea_875a_0009_1mp_resize_leaf.jpg,acute,
Alstoemeria_mcl73_mp_resize_leaf.jpg,acute,
Alstroemeria_pelegrina_0054_resize_leaf.jpg,acute,
Asparagus_asparagoides_0281_resize_leaf.jpg,obtuse,
Asparagus_asparagoides_0282_resize_leaf.jpg,obtuse,
Asparagus_asparagoides_0283_resize_leaf.jpg,straight,
Asparagus_asparagoides_0286_resize_leaf.jpg,acute,
Asparagus_falcatus_var._falcatus_0273_resize_leaf.jpg,acute,
Asparagus_falcatus_var._falcatus_0274_resize_leaf.jpg,acute,
Asparagus_oxyacanthus_0291_resize_leaf.jpg,straight,
Avetra_sempervirens_0038_resize_leaf.jpg,acute,
Behnia_reticulata_0265_resize_leaf.jpg,acute,
Bomarea_hirtella_0065_resize_leaf.jpg,acute,
Bomarea_hirtella_0067_1_resize_leaf.jpg,acute,
BurbidgeaStenantha_mcl97_0306_mod_resize_leaf.jpg,acute,
CalatheaZebrina_mcl20_0302_resize_leaf.jpg,obtuse,
CallisiaMultiflora_mcl118_0310_mod_resize_leaf.jpg,acute,
Camera_shots_001_resize_leaf.jpg,acute,
Camera_shots_003_resize_leaf.jpg,acute,
Camera_shots_005_resize_leaf.jpg,acute,
Camera_shots_010_resize_leaf.jpg,acute,
Camera_shots_012_resize_leaf.jpg,acute,
Camera_shots_013_resize_leaf.jpg,acute,
Camera_shots_014_resize_leaf.jpg,acute,
Camera_shots_015_resize_leaf.jpg,acute,
Camera_shots_021_resize_leaf.jpg,acute,
Camera_shots_022_resize_leaf.jpg,acute,
Camera_shots_036_resize_leaf.jpg,acute,
Camera_shots_038_resize_leaf.jpg,acute,
Camera_shots_044_resize_leaf.jpg,straight,
Camera_shots_047_resize_leaf.jpg,straight,
Camera_shots_048_resize_leaf.jpg,straight,
Camera_shots_049_resize_leaf.jpg,acute,
Camera_shots_051_resize_leaf.jpg,acute,
Camera_shots_072_resize_leaf.jpg,acute,
Camera_shots_075_resize_leaf.jpg,obtuse,
Camera_shots_076_resize_leaf.jpg,obtuse,
Camera_shots_077_resize_leaf.jpg,obtuse,
Camera_shots_079_resize_leaf.jpg,obtuse,
Camera_shots_080_resize_leaf.jpg,acute,
Camera_shots_081_resize_leaf.jpg,acute,
Camera_shots_083_resize_leaf.jpg,acute,
Chamaelirium_luteum_0146_resize_leaf.jpg,straight,
Chamaelirium_luteum_0147_resize_leaf.jpg,straight,
ClintoniaAndrewsiana_17892_0043m_resize_leaf.jpg,acute,
Convallaria_mcl33_mp_resize_leaf.jpg,acute,
Costus_sp._MCL26_1cm_resize_leaf.jpg,acute,
Croomia_japonica_0249_resize_leaf.jpg,acute,
Croomia_pauciflora_0245_resize_leaf.jpg,obtuse,
Croomia_pauciflora_0247_resize_leaf.jpg,obtuse,
Croomia_pauciflora_0253_resize_leaf.jpg,obtuse,
DanaeRacemosa_mcl27_mp_resize_leaf.jpg,acute,
Danae_racemosa_0279_resize_leaf.jpg,acute,
Danae_racemosa_0280_resize_leaf.jpg,acute,
Danae_racemosa_0295_resize_leaf.jpg,acute,
DieffenbachiaSp_MCL34_mp_resize_leaf.jpg,acute,
DioscoreaBatatas_sys264_MCL35_mod_resize_leaf.jpg,acute,
DioscoreaConvolvulacea_15145A_0014mp_resize_leaf.jpg,obtuse,
DioscoreaCymosula_15146A_0015mp_resize_leaf.jpg,acute,
DioscoreaFloribunda_15147c_0005_2mp_resize_leaf.jpg,obtuse,
Dioscorea_communis_0020_resize_leaf.jpg,acute,
Dioscorea_communis_0021_resize_leaf.jpg,acute,
Dioscorea_hastata_0043_resize_leaf.jpg,acute,
Dioscorea_hastata_0045_resize_leaf.jpg,acute,
Dioscorea_hastata_0046_resize_leaf.jpg,acute,
Dioscorea_hexagona_0052_resize_leaf.jpg,acute,
Dioscorea_hexagona_0053_resize_leaf.jpg,acute,
Dioscorea_humilis_0050_resize_leaf.jpg,straight,
Dioscorea_humilis_0051_resize_leaf.jpg,straight,
Dioscorea_mucronata_0003_resize_leaf.jpg,acute,
Dioscorea_mucronata_0005_resize_leaf.jpg,acute,
Dioscorea_ovata_0095_resize_leaf.jpg,acute,
