classNames=straight,convex,acuminate
imageDir=C:\Users\collwe\Desktop\avatol_cv\modules\scoring\leafScore\scoringShipped\train
scoringConcernType=annotation
scoringConcernID=leaf apex curvature
scoringConcernName=leaf apex curvature
Alstroemeria_pelegrina_0054_resize_leaf.jpg,straight,,0.91347,0.03764,0.017675
Asparagus_asparagoides_0283_resize_leaf.jpg,convex,,0.026528,0.98273,0.075418
Asparagus_asparagoides_0286_resize_leaf.jpg,straight,,0.76547,0.070137,0.073496
BurbidgeaStenantha_mcl97_0306_mod_resize_leaf.jpg,straight,,0.84317,0.073294,0.046218
Camera_shots_012_resize_leaf.jpg,straight,,0.87387,0.0093498,0.091193
Camera_shots_015_resize_leaf.jpg,straight,,0.91038,0.025321,0.051156
Camera_shots_021_resize_leaf.jpg,straight,,0.91596,0.070584,0.0084965
Chamaelirium_luteum_0146_resize_leaf.jpg,convex,,0.059779,0.9886,0.031571
ClintoniaAndrewsiana_17892_0043m_resize_leaf.jpg,straight,,0.91247,0.092846,0.0078071
Croomia_pauciflora_0253_resize_leaf.jpg,straight,,0.45235,0.2573,0.10198
DioscoreaFloribunda_15147c_0005_2mp_resize_leaf.jpg,acuminate,,0.47527,0.042128,0.5144
Dioscorea_communis_0021_resize_leaf.jpg,straight,,0.81416,0.010842,0.11687
Dioscorea_hastata_0043_resize_leaf.jpg,straight,,0.58145,0.034178,0.30069
Disporum_hookeri_0071_resize_leaf.jpg,straight,,0.72402,0.029538,0.19575
Disporum_lomogirosum_0091_resize_leaf.jpg,straight,,0.6636,0.025646,0.24361
Drymophila_moorei_0119_resize_leaf.jpg,straight,,0.91991,0.0607,0.01378
Eustrephus_latifolius_0170_resize_leaf.jpg,straight,,0.875,0.0080558,0.12982
Eustrephus_latifolius_0171_resize_leaf.jpg,straight,,0.8901,0.0054654,0.15193
Geitonoplesium_cymosum_0299_resize_leaf.jpg,convex,,0.50544,0.68914,0.0097221
Heterosmilax_gaudichaudiana_0156_resize_leaf.jpg,straight,,0.68579,0.010417,0.38548
Maianthemum_racemosum_0306_resize_leaf.jpg,straight,,0.78949,0.0075293,0.32363
MonocostusUniflorus_mcl30_mod_resize_leaf.jpg,straight,,0.74758,0.017589,0.23494
Philesia_magellanica_0233_resize_leaf.jpg,straight,,0.76705,0.14075,0.040777
Polygonatum_multiflorum_0303_resize_leaf.jpg,convex,,0.10982,0.97897,0.017151
PotamogetonNodosus_789_0021mp_resize_leaf.jpg,straight,,0.88405,0.11697,0.024925
PotamogetonTepperi_788_0027mp_resize_leaf.jpg,straight,,0.70756,0.069622,0.13131
Schelhammera_multiflora_0099_resize_leaf.jpg,straight,,0.89853,0.019487,0.042696
SmilaxWalteria_645B_0051mp_resize_leaf.jpg,straight,,0.90493,0.039667,0.026918
Smilax_aristolochifolia_0166_resize_leaf.jpg,straight,,0.95803,0.011787,0.02062
Smilax_herbacea_0199_resize_leaf.jpg,straight,,0.5,0.32037,0.10316
Smilax_herbacea_0208_resize_leaf.jpg,acuminate,,0.41771,0.027333,0.45681
Smilax_sarumame_0227_resize_leaf.jpg,convex,,0.046507,0.94042,0.084309
Stemona_sessilifolia_0235_resize_leaf.jpg,convex,,0.10056,0.97091,0.032801
Stichoneuron_caudatum_0262_resize_leaf.jpg,straight,,0.91958,0.023926,0.034464
Streptopus_simplex_0056_resize_leaf.jpg,straight,,0.65764,0.019919,0.34021
clearings_014_resize_leaf.jpg,straight,,0.43361,0.052964,0.39921
clearings_015_resize_leaf.jpg,straight,,0.89735,0.010265,0.076767
clearings_021_resize_leaf.jpg,straight,,0.79265,0.094617,0.045614
clearings_022_resize_leaf.jpg,straight,,0.60563,0.27099,0.045508
clearings_023_resize_leaf.jpg,straight,,0.57881,0.37526,0.039981
